ID,Name,First Name,Last Name,TM,LG,B,B_1,POW,POW P,HistID
18665,Sandy León,Sandy,León,Atlanta,Major League Baseball,Switch,S,50,50,leonsa01
20647,Santiago Espinal,Santiago,Espinal,Cincinnati,Major League Baseball,Right,R,30,30,espinsa01
21003,Scott Kingery,Scott,Kingery,Los Angeles,Major League Baseball,Right,R,40,40,kingesc01
18676,Sean Bouchard,Sean,Bouchard,Colorado,Major League Baseball,Right,R,35,50,bouchse01
21007,Sean Murphy,Sean,Murphy,Atlanta,Major League Baseball,Right,R,65,65,murphse01
18681,Sebastian Rivero,Sebastian,Rivero,Los Angeles,Major League Baseball,Right,R,40,40,riverse01
21023,Seiya Suzuki,Seiya,Suzuki,Chicago,Major League Baseball,Right,R,65,65,suzukse01
20826,Sergio Alcantara,Sergio,Alcantara,San Francisco,Major League Baseball,Switch,S,40,45,alcanse01
20548,Seth Brown,Seth,Brown,Athletics,Major League Baseball,Left,L,50,50,brownse01
20746,Shay Whitcomb,Shay,Whitcomb,Houston,Major League Baseball,Right,R,40,40,whitcsh01
19179,Shea Langeliers,Shea,Langeliers,Athletics,Major League Baseball,Right,R,70,70,langesh01
20312,Shohei Ohtani,Shohei,Ohtani,Los Angeles,Major League Baseball,Left,L,80,80,ohtansh01
19799,Spencer Horwitz,Spencer,Horwitz,Pittsburgh,Major League Baseball,Left,L,50,50,horwisp01
18474,Spencer Steer,Spencer,Steer,Cincinnati,Major League Baseball,Right,R,55,55,steersp01
19630,Spencer Torkelson,Spencer,Torkelson,Detroit,Major League Baseball,Right,R,60,65,torkesp01
20297,Starling Marte,Starling,Marte,New York,Major League Baseball,Right,R,40,40,martest01
20328,Steven Kwan,Steven,Kwan,Cleveland,Major League Baseball,Left,L,40,40,kwanst01
20888,Steward Berroa,Steward,Berroa,Milwaukee,Major League Baseball,Switch,S,35,35,berrost01
18482,Stuart Fairchild,Stuart,Fairchild,Atlanta,Major League Baseball,Right,R,45,50,faircst01
18978,Taylor Trammell,Taylor,Trammell,Houston,Major League Baseball,Left,L,40,55,trammta01
20654,Taylor Walls,Taylor,Walls,Tampa Bay,Major League Baseball,Switch,S,30,40,wallsta01
19477,Taylor Ward,Taylor,Ward,Los Angeles,Major League Baseball,Right,R,65,65,wardta01
20488,Teoscar Hernández,Teoscar,Hernández,Los Angeles,Major League Baseball,Right,R,60,60,hernate01
19843,Terrin Vavra,Terrin,Vavra,Baltimore,Major League Baseball,Left,L,40,40,vavrate01
20813,Thairo Estrada,Thairo,Estrada,Colorado,Major League Baseball,Right,R,40,45,estrath01
20127,Thomas Saggese,Thomas,Saggese,St. Louis,Major League Baseball,Right,R,30,30,saggeth01
18490,Tim Anderson,Tim,Anderson,Los Angeles,Major League Baseball,Right,R,25,25,anderti01
20148,Tim Elko,Tim,Elko,Chicago,Major League Baseball,Right,R,60,60,elkoti01
20986,Tim Tawa,Tim,Tawa,Arizona,Major League Baseball,Right,R,50,50,tawati01
19970,Tirso Ornelas,Tirso,Ornelas,San Diego,Major League Baseball,Left,L,35,40,ornelti01
19188,TJ Friedl,TJ,Friedl,Cincinnati,Major League Baseball,Left,L,45,50,friedtj01
20451,Tommy Edman,Tommy,Edman,Los Angeles,Major League Baseball,Switch,S,55,55,edmanto01
18498,Tommy Pham,Tommy,Pham,Pittsburgh,Major League Baseball,Right,R,40,40,phamth01
19106,Tomás Nido,Tomás,Nido,Detroit,Major League Baseball,Right,R,40,40,nidoto01
19511,Travis d'Arnaud,Travis,d'Arnaud,Los Angeles,Major League Baseball,Right,R,55,55,darnatr01
19074,Travis Jankowski,Travis,Jankowski,Chicago,Major League Baseball,Left,L,20,20,jankotr01
20403,Trea Turner,Trea,Turner,Philadelphia,Major League Baseball,Right,R,45,45,turnetr01
20340,Trent Grisham,Trent,Grisham,New York,Major League Baseball,Left,L,70,70,grishtr01
20661,Trenton Brooks,Trenton,Brooks,San Diego,Major League Baseball,Left,L,40,40,brooktr01
20366,Trevor Larnach,Trevor,Larnach,Minnesota,Major League Baseball,Left,L,50,55,larnatr01
20472,Trevor Story,Trevor,Story,Boston,Major League Baseball,Right,R,55,55,storytr01
20032,Trey Lipscomb,Trey,Lipscomb,Washington,Major League Baseball,Right,R,35,35,lipsctr01
20885,Trey Sweeney,Trey,Sweeney,Detroit,Major League Baseball,Left,L,40,40,sweentr01
20439,Tristan Gray,Tristan,Gray,Tampa Bay,Major League Baseball,Left,L,50,50,graytr01
20162,Tristan Peters,Tristan,Peters,Tampa Bay,Major League Baseball,Left,L,40,40,petertr01
19974,Tristin English,Tristin,English,Arizona,Major League Baseball,Right,R,35,40,englitr01
19334,Triston Casas,Triston,Casas,Boston,Major League Baseball,Left,L,60,65,casastr01
20326,Troy Johnston,Troy,Johnston,Miami,Major League Baseball,Left,L,50,50,johnstr02
20555,Tsung-Che Cheng,Tsung-Che,Cheng,Pittsburgh,Major League Baseball,Left,L,40,40,chengts01
19026,Tucker Barnhart,Tucker,Barnhart,Texas,Major League Baseball,Switch,S,35,35,barnhtu01
20762,Ty France,Ty,France,Minnesota,Major League Baseball,Right,R,40,40,francty01
20798,Tyler Black,Tyler,Black,Milwaukee,Major League Baseball,Left,L,40,40,blackty01
20718,Tyler Callihan,Tyler,Callihan,Cincinnati,Major League Baseball,Left,L,40,40,callity01
20748,Tyler Fitzgerald,Tyler,Fitzgerald,San Francisco,Major League Baseball,Right,R,45,55,fitzgty01
20913,Tyler Freeman,Tyler,Freeman,Colorado,Major League Baseball,Right,R,30,35,freemty01
19936,Tyler Heineman,Tyler,Heineman,Toronto,Major League Baseball,Switch,S,40,40,heinety01
20073,Tyler Locklear,Tyler,Locklear,Arizona,Major League Baseball,Right,R,50,50,locklty01
20818,Tyler O'Neill,Tyler,O'Neill,Baltimore,Major League Baseball,Right,R,70,75,oneilty01
20642,Tyler Soderstrom,Tyler,Soderstrom,Athletics,Major League Baseball,Left,L,60,60,soderty01
19182,Tyler Stephenson,Tyler,Stephenson,Cincinnati,Major League Baseball,Right,R,55,55,stephty01
19501,Tyler Tolbert,Tyler,Tolbert,Kansas City,Major League Baseball,Right,R,40,45,tolbety01
18530,Tyler Wade,Tyler,Wade,San Diego,Major League Baseball,Left,L,20,20,wadety01
19644,Tyrone Taylor,Tyrone,Taylor,New York,Major League Baseball,Right,R,30,30,tayloty01
20544,Victor Caratini,Victor,Caratini,Houston,Major League Baseball,Switch,S,50,50,caratvi01
20691,Victor Mesa Jr.,Victor,Mesa Jr.,Miami,Major League Baseball,Left,L,45,45,mesavi01
19893,Victor Robles,Victor,Robles,Seattle,Major League Baseball,Right,R,35,40,roblevi01
20121,Victor Scott II,Victor,Scott II,St. Louis,Major League Baseball,Left,L,35,35,scottvi01
20889,Vidal Bruján,Vidal,Bruján,Chicago,Major League Baseball,Switch,S,25,30,brujavi01
18550,Vimael Machin,Vimael,Machin,Baltimore,Major League Baseball,Left,L,50,50,machivi01
19450,Vinnie Pasquantino,Vinnie,Pasquantino,Kansas City,Major League Baseball,Left,L,60,60,pasquvi01
19830,Vinny Capra,Vinny,Capra,Milwaukee,Major League Baseball,Right,R,30,35,capravi01
19928,Vladimir Guerrero Jr.,Vladimir,Guerrero Jr.,Toronto,Major League Baseball,Right,R,55,70,guerrvl02
20751,Warming Bernabel,Warming,Bernabel,Colorado,Major League Baseball,Right,R,45,45,bernawa01
21064,Wenceel Perez,Wenceel,Perez,Detroit,Major League Baseball,Switch,S,50,50,perezwe01
20334,Weston Wilson,Weston,Wilson,Philadelphia,Major League Baseball,Right,R,55,55,wilsowe01
20225,Will Banfield,Will,Banfield,Cincinnati,Major League Baseball,Right,R,40,40,banfiwi01
20204,Will Benson,Will,Benson,Cincinnati,Major League Baseball,Left,L,60,60,bensowi01
20781,Will Brennan,Will,Brennan,Cleveland,Major League Baseball,Left,L,40,40,brennwi02
20316,Will Robertson,Will,Robertson,Toronto,Major League Baseball,Left,L,30,40,roberwi02
20427,Will Smith,Will,Smith,Los Angeles,Major League Baseball,Right,R,55,60,smithwi05
20966,Will Wagner,Will,Wagner,Toronto,Major League Baseball,Left,L,25,30,wagnewi01
20398,Will Wilson,Will,Wilson,Cleveland,Major League Baseball,Right,R,30,40,wilsowi03
19552,Willi Castro,Willi,Castro,Minnesota,Major League Baseball,Switch,S,40,45,castrwi01
20456,William Contreras,William,Contreras,Milwaukee,Major League Baseball,Right,R,50,55,contrwi02
20478,Willie MacIver,Willie,MacIver,Athletics,Major League Baseball,Right,R,45,45,macivwi01
20604,Willson Contreras,Willson,Contreras,St. Louis,Major League Baseball,Right,R,60,60,contrwi01
20612,Willy Adames,Willy,Adames,San Francisco,Major League Baseball,Right,R,65,65,adamewi01
18558,Wilmer Flores,Wilmer,Flores,San Francisco,Major League Baseball,Right,R,55,55,florewi01
20956,Wilyer Abreu,Wilyer,Abreu,Boston,Major League Baseball,Left,L,65,65,abreuwi02
19726,Wyatt Langford,Wyatt,Langford,Texas,Major League Baseball,Right,R,55,55,langfwy01
19600,Xander Bogaerts,Xander,Bogaerts,San Diego,Major League Baseball,Right,R,40,40,bogaexa01
19694,Xavier Edwards,Xavier,Edwards,Miami,Major League Baseball,Switch,S,25,25,edwarxa01
19440,Yainer Diaz,Yainer,Diaz,Houston,Major League Baseball,Right,R,50,50,diazya02
21004,Yandy Díaz,Yandy,Díaz,Tampa Bay,Major League Baseball,Right,R,50,50,diazya01
20552,Yanquiel Fernandez,Yanquiel,Fernandez,Colorado,Major League Baseball,Left,L,45,45,fernaya01
19762,Yoan Moncada,Yoan,Moncada,Los Angeles,Major League Baseball,Switch,S,55,55,moncayo01
19653,Yohel Pozo,Yohel,Pozo,St. Louis,Major League Baseball,Right,R,50,50,pozoyo01
19418,Yordan Alvarez,Yordan,Alvarez,Houston,Major League Baseball,Left,L,65,80,alvaryo01
18596,Yuli Gurriel,Yuli,Gurriel,San Diego,Major League Baseball,Right,R,30,30,gourryu01
20911,Zac Veen,Zac,Veen,Colorado,Major League Baseball,Left,L,45,45,veenza01
20872,Zach Cole,Zach,Cole,Houston,Major League Baseball,Left,L,65,65,coleza01
20963,Zach Dezenzo,Zach,Dezenzo,Houston,Major League Baseball,Right,R,40,45,dezenza01
20378,Zach McKinstry,Zach,McKinstry,Detroit,Major League Baseball,Left,L,40,40,mckinza01
19579,Zach Neto,Zach,Neto,Los Angeles,Major League Baseball,Right,R,60,60,netoza01
20836,Zack Gelof,Zack,Gelof,Athletics,Major League Baseball,Right,R,45,55,gelofza01
21103,Zack Short,Zack,Short,Houston,Major League Baseball,Right,R,45,45,shortza01
